standage,yhat,yhat_mean,yhat_lower,yhat_upper,group,trait,variable,rsq
54,-0.6303952129962562,-0.6303952129962562,-1.038944479502898,-0.033531952614045485,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
57,-0.6126618815950016,-0.6126618815950016,-1.014631219273493,-0.029209384731160415,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
60,-0.5886619252390239,-0.5886619252390239,-1.0134921507061674,0.02044146370396691,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
63,-0.5625781430721354,-0.5625781430721354,-1.0230170461909294,0.14728609992128372,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
66,-0.539530728379098,-0.539530728379098,-1.0191822084386566,0.2827812840303671,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
69,-0.5336812635295419,-0.5336812635295419,-1.0210883207232928,0.3131220383063685,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
72,-0.525220269616728,-0.525220269616728,-1.0232432542184824,0.36714670964785423,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
75,-0.5203332185232364,-0.5203332185232364,-1.029632069917401,0.38227751460075826,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
78,-0.5180025660181046,-0.5180025660181046,-1.0311034168955773,0.38491133042836245,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
81,-0.5133613950925097,-0.5133613950925097,-1.0338033710063157,0.39274352284049485,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
84,-0.5105833276642576,-0.5105833276642576,-1.0361380878366062,0.39782617951459687,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
87,-0.5132375843164956,-0.5132375843164956,-1.0385667494529014,0.4058696321000125,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
90,-0.515515266516852,-0.515515266516852,-1.0470200335393272,0.4014855806666823,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
93,-0.5179672842179095,-0.5179672842179095,-1.0522602663833036,0.3993498860084871,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
96,-0.5243889802404499,-0.5243889802404499,-1.0551421208031837,0.3863561701710564,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
99,-0.5346519258135435,-0.5346519258135435,-1.0565594971685066,0.344018050999209,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
102,-0.5448412611960969,-0.5448412611960969,-1.056056506633234,0.32117301585570535,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
105,-0.5541404920834722,-0.5541404920834722,-1.0522681785745387,0.2942753701679299,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
108,-0.5613988766173024,-0.5613988766173024,-1.0528704523715227,0.2661144307813307,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
111,-0.5665189141384418,-0.5665189141384418,-1.0550264465044046,0.248671339975811,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
114,-0.5719743756240068,-0.5719743756240068,-1.0571904920085253,0.2010658581318556,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
117,-0.5762019604099815,-0.5762019604099815,-1.0586751290138785,0.18314821624730449,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
120,-0.58257689347689,-0.58257689347689,-1.0671326863055772,0.17404814485144143,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
123,-0.5863183130279657,-0.5863183130279657,-1.0707859295713225,0.16678137176300842,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
126,-0.5928116779405298,-0.5928116779405298,-1.0771931015351304,0.12570587681920625,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
129,-0.5973061946409657,-0.5973061946409657,-1.079920970144202,0.11962877766041606,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
132,-0.5997672414813868,-0.5997672414813868,-1.0814177549525894,0.1185895065251619,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
135,-0.5999871874504307,-0.5999871874504307,-1.082506880715308,0.1267918929922388,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
138,-0.5992740816260829,-0.5992740816260829,-1.0832798772285273,0.1261968226290943,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
141,-0.6008226892647945,-0.6008226892647945,-1.0894757290650425,0.12678743895358743,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
144,-0.5995231818076996,-0.5995231818076996,-1.0880264857517172,0.13093007468195703,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
147,-0.6024881434967914,-0.6024881434967914,-1.0963000117366926,0.13149163201604433,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
150,-0.6083347997961265,-0.6083347997961265,-1.0899830131333663,0.1407431492751095,Cold Temperatures (Lower 25%),wood_density,Temperature (PC),0.6096011901248438
0,-0.17858826657012628,-0.17858826657012628,-0.9137956287059568,0.5171016517901069,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
3,-0.16888709618772946,-0.16888709618772949,-0.9164057339958025,0.5078550746674098,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
6,-0.18181932901238204,-0.18181932901238204,-0.9206506782346192,0.4745963142042856,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
9,-0.19923792067004734,-0.19923792067004734,-0.9252415992676843,0.4773513084743931,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
12,-0.20650009668240565,-0.20650009668240565,-0.9415635774944326,0.47568574600094854,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
15,-0.21185281380625187,-0.21185281380625187,-0.9603122745457652,0.5066376136030477,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
18,-0.2137871821867897,-0.2137871821867897,-0.9661170651910084,0.5086040253985049,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
21,-0.2102986561777998,-0.2102986561777998,-0.9874189381024198,0.5208148328977966,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
24,-0.21230111623654038,-0.21230111623654038,-0.9987202730958518,0.5187765495797931,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
27,-0.20506358518993645,-0.20506358518993645,-0.9965006756661265,0.5266650812053065,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
30,-0.19725086968689198,-0.19725086968689198,-1.0002612882317228,0.531469977919367,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
33,-0.19371951669161735,-0.19371951669161735,-0.9751242813709358,0.5277332752089411,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
36,-0.18892824422521887,-0.18892824422521887,-0.9644081105722093,0.5124871190380335,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
39,-0.18578549587127646,-0.1857854958712765,-0.9580983065641194,0.5168929056839084,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
42,-0.17681502480909114,-0.17681502480909114,-0.9511968805472157,0.5183537527700472,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
45,-0.16350809111738926,-0.16350809111738926,-0.9165464168831414,0.5151953454590175,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
48,-0.1512479832521772,-0.1512479832521772,-0.9066701816957748,0.5215391714684061,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
51,-0.12660661004566628,-0.12660661004566628,-0.8991238231890654,0.5033313980752558,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
54,-0.11441710920430502,-0.11441710920430502,-0.8881268961217507,0.4884648976804962,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
57,-0.09422387097692962,-0.09422387097692962,-0.8982074188992251,0.4992889971137197,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
60,-0.06741229792592605,-0.06741229792592605,-0.9060774018977961,0.5269883493528517,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
63,-0.05459573252443039,-0.05459573252443039,-0.9074273536238768,0.5367177786068609,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
66,-0.04632963040420728,-0.04632963040420728,-0.9073762604496226,0.546981681575681,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
69,-0.0411335474651165,-0.0411335474651165,-0.9177790379930527,0.5656379943906517,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
72,-0.03883865840996718,-0.03883865840996718,-0.9229478677709898,0.5738803487941596,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
75,-0.0353539204919605,-0.0353539204919605,-0.9292625372349581,0.5779769065463062,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
78,-0.03553377132322117,-0.03553377132322117,-0.9267005073213459,0.5749615095087118,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
81,-0.03276844511929545,-0.03276844511929545,-0.921480447376864,0.5776385591054248,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
84,-0.03209838994957467,-0.03209838994957467,-0.9198385191616761,0.5753432217482061,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
87,-0.03222155087305276,-0.03222155087305276,-0.9142526180289606,0.5742728714014015,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
90,-0.029997461132971047,-0.029997461132971047,-0.8957910210394965,0.5816109862815588,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
93,-0.025144350481509776,-0.025144350481509776,-0.8682923823452848,0.575857113816055,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
96,-0.016566355192064463,-0.01656635519206446,-0.8514933685886769,0.5826631292203625,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
99,-0.01230845382614268,-0.01230845382614268,-0.8470791588050517,0.5950787317273608,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
102,-0.004059190089008544,-0.0040591900890085434,-0.8330945278478357,0.5947849339657942,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
105,0.00654176150063456,0.00654176150063456,-0.8300583965983169,0.602724045407914,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
108,0.007448463760193624,0.007448463760193624,-0.8320318313830373,0.6007546453198066,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
111,0.0054663223103510175,0.005466322310351017,-0.8315938305445179,0.6028894588197106,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
114,0.007194655971097944,0.007194655971097944,-0.8289964418590758,0.6065269794123946,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
117,0.00587443690178769,0.005874436901787689,-0.8304539870119008,0.6095292293467149,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
120,0.0055352095537410185,0.005535209553741018,-0.8312081901298489,0.6161539278411533,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
123,-3.135514026359161e-4,-3.135514026359164e-4,-0.8459130422312499,0.6122108418889021,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
126,0.005846341248595822,0.005846341248595824,-0.8469330039560496,0.6268818483109969,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
129,0.01494884817596071,0.014948848175960709,-0.8395618738622255,0.6347027399531069,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
132,0.01387656451761248,0.01387656451761248,-0.8353812992290285,0.6334060725453685,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
135,0.01784372427390182,0.01784372427390182,-0.8256551807066761,0.6332658284811838,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
138,0.016382019265027584,0.016382019265027584,-0.8251930261206587,0.6317967929025652,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
141,0.01759084995942504,0.01759084995942504,-0.8198193562418254,0.6307204239130579,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
144,0.016761924008333956,0.016761924008333956,-0.8211962936312289,0.6290373457811373,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
147,0.018727983314154484,0.018727983314154484,-0.8178936167143365,0.6301452560158302,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
150,0.022010857146963023,0.022010857146963023,-0.8167469470211293,0.6320586974837866,Warm Temperatures (Upper 25%),wood_density,Temperature (PC),0.6589575038847688
0,0.14381532443130682,0.14381532443130682,-0.6658973148820608,0.9357000954111355,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
3,0.11670032386860357,0.11670032386860359,-0.7470509539647061,0.9212607329077505,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
6,0.07965066269398409,0.07965066269398409,-0.7894110211062496,0.918633165506832,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
9,-0.04023021681289442,-0.04023021681289442,-0.9992185236390164,0.9135300064316724,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
12,-0.050156929839654175,-0.05015692983965417,-1.014236211717054,0.9144953886445025,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
15,-0.061254058360869015,-0.06125405836086902,-1.0313302632141175,0.9207529093575263,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
18,-0.057027485583698655,-0.05702748558369865,-1.0311640081933449,0.924967700932409,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
21,-0.04870206333356887,-0.048702063333568864,-1.031056633733951,0.9350916071245546,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
24,-0.04455180094978851,-0.04455180094978851,-1.0321271448182971,0.937375875735713,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
27,-0.040964975227745,-0.040964975227745,-1.0352148638154022,0.9384900069761839,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
30,-0.03472654456576172,-0.03472654456576172,-1.026411673506694,0.9402921304376253,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
33,-0.028116085405502898,-0.028116085405502905,-1.0026074709471615,0.9468354532077563,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
36,-0.019003522121889334,-0.019003522121889337,-0.9862891416306709,0.9457513566603782,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
39,-0.007955872279424576,-0.00795587227942458,-0.954235840252003,0.9459516109874873,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
42,0.009341468699520997,0.009341468699521004,-0.9034514862384542,0.944878119123393,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
45,0.03069727067478575,0.03069727067478575,-0.8305463974755897,0.9428015995211816,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
48,0.07116077437196491,0.0711607743719649,-0.7186434156216528,0.9404543999069854,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
51,0.08910444608683042,0.08910444608683042,-0.708934644786241,0.9477092967976094,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
54,0.09218980784809411,0.09218980784809411,-0.710048164176278,0.9549739097504013,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
57,0.09079447211584007,0.09079447211584007,-0.7174905745720217,0.956903472262982,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
60,0.09291124555392961,0.09291124555392961,-0.717954153396519,0.9539722183182606,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
63,0.09511476726087627,0.09511476726087628,-0.7147166905242385,0.9582576464775434,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
66,0.09614170718855275,0.09614170718855275,-0.7091343462177125,0.9508378867313436,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
69,0.09744462596402159,0.09744462596402159,-0.7053010147644864,0.951297897547139,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
72,0.1003249473369656,0.10032494733696562,-0.7061826330860733,0.9436819919833159,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
75,0.10596642906350545,0.10596642906350545,-0.6907521741986804,0.9352471942994776,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
78,0.10918745377171847,0.10918745377171846,-0.6826790782934323,0.927204467628709,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
81,0.11223955620015504,0.11223955620015502,-0.6751087913514584,0.9255438004110327,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
84,0.1144923985956832,0.1144923985956832,-0.6714330820188484,0.9235851930916837,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
87,0.11881877112699683,0.11881877112699683,-0.6716963107950413,0.9308618981422696,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
90,0.11930473425891755,0.11930473425891755,-0.6681486001772559,0.9291088816201424,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
93,0.1258160136076056,0.12581601360760564,-0.6624497443598149,0.9349347063649902,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
96,0.12629360769272022,0.12629360769272022,-0.6593263065797871,0.9370322702408294,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
99,0.1285630747711121,0.1285630747711121,-0.6565561906379832,0.9380196587356515,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
102,0.1337508248798208,0.13375082487982082,-0.6474315652913939,0.9363780486430177,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
105,0.13671340069437823,0.13671340069437823,-0.6480904610322763,0.9347024737493957,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
108,0.14148805350445162,0.14148805350445162,-0.6284236111392111,0.9356447327309042,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
111,0.14532968414670647,0.14532968414670647,-0.6200750798418377,0.9381956692255932,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
114,0.1459841611396833,0.1459841611396833,-0.6210101260748273,0.936001861670418,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
117,0.14484789042050172,0.14484789042050172,-0.6185420776160898,0.9350462106241184,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
120,0.14316678301240107,0.14316678301240107,-0.6185561179800505,0.9336261586744027,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
123,0.14261694743443584,0.14261694743443584,-0.6161493081938415,0.9344226723729167,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
126,0.14309758695703753,0.14309758695703753,-0.6141813951019132,0.9301909097857953,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
129,0.14399908587656018,0.14399908587656018,-0.5964587743843746,0.9290711467785839,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
132,0.14397580251464848,0.14397580251464848,-0.5744652828876119,0.9250153702573943,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
135,0.1461901463145648,0.1461901463145648,-0.5529921585488886,0.9227261443113428,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
138,0.14605254420770716,0.14605254420770716,-0.5307142330539699,0.919843865455758,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
141,0.14579123370522007,0.14579123370522007,-0.5261768765660502,0.9180939996353142,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
144,0.14375335253228846,0.14375335253228846,-0.5283165722517134,0.9172736374971558,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
147,0.1411698823374632,0.1411698823374632,-0.5274333969831337,0.9070262791116076,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
150,0.14417673790929966,0.14417673790929966,-0.5273912069951804,0.9131198463901082,Cold Temperatures (Lower 25%),bark_thickness,Temperature (PC),0.704415726366183
0,0.5208221596133504,0.5208221596133504,-0.6930325284997216,1.6513736453781,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
3,0.505405374207279,0.505405374207279,-0.6781236926806006,1.6496382359694672,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
6,0.4864655251597595,0.4864655251597595,-0.621239332940499,1.6527739745057486,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
9,0.536308775394025,0.536308775394025,-0.36348814171900007,1.6818901218262996,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
12,0.5585941453349307,0.5585941453349307,-0.3401623781637411,1.7349380984373748,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
15,0.5668999201494188,0.5668999201494188,-0.3402108038065929,1.7474153304013593,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
18,0.5865077788723675,0.5865077788723675,-0.32029622850326406,1.7708211318864857,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
21,0.6052117422969936,0.6052117422969936,-0.30263598891859705,1.7880627072806503,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
24,0.6029267489684003,0.6029267489684003,-0.3034144412930865,1.7950091655826552,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
27,0.6019807137849826,0.6019807137849826,-0.3041555447498571,1.7958545842462312,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
30,0.5991675754421495,0.5991675754421495,-0.30566104391800414,1.7913039488751465,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
33,0.595376705321227,0.595376705321227,-0.29827212317841245,1.779574620172407,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
36,0.5876191060839311,0.5876191060839311,-0.29890598609466507,1.7430579097922172,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
39,0.5890442153017721,0.5890442153017721,-0.2965326317150418,1.7402704045340998,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
42,0.5875725017821829,0.5875725017821829,-0.28232678914703374,1.7350691637703246,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
45,0.5757343583866973,0.5757343583866973,-0.28360455362538334,1.699646056064912,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
48,0.5761513701595855,0.5761513701595855,-0.28779917128734195,1.6917855502683696,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
51,0.571814364361069,0.571814364361069,-0.28864301954088134,1.6878255220769038,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
54,0.5717756513181151,0.5717756513181151,-0.2821825664105874,1.6923514979108134,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
57,0.5665662739256035,0.5665662739256035,-0.27649142048511993,1.6931406891399892,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
60,0.5622976871323943,0.5622976871323943,-0.2768909810111605,1.688763049532885,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
63,0.5613557151277858,0.5613557151277858,-0.2727083099278801,1.6942416247406622,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
66,0.5624885881866243,0.5624885881866243,-0.2544475810033722,1.6966436228281934,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
69,0.563890004482987,0.563890004482987,-0.24872074767196567,1.6987430646747221,Warm Temperatures (Upper 25%),bark_thickness,Temperature (PC),0.7231874832018363
