standage,yhat,yhat_mean,yhat_lower,yhat_upper,group,trait,variable,rsq
18,-0.45049895756217545,-0.45049895756217545,-0.9891319701175055,0.30102928874591883,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
21,-0.4616009193404129,-0.4616009193404129,-1.0252436587709937,0.2772532095380251,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
24,-0.46605690058266847,-0.46605690058266847,-1.0486139223572697,0.2726812344460286,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
27,-0.4778646655459643,-0.4778646655459643,-1.0880921846034226,0.25750548822224617,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
30,-0.48690757040199434,-0.48690757040199434,-1.105848548415691,0.2418376121409996,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
33,-0.49473561460819754,-0.49473561460819754,-1.113226449306982,0.21445377206116314,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
36,-0.5108614994841222,-0.5108614994841222,-1.1253114011854084,0.18590191889956986,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
39,-0.5514373590535334,-0.5514373590535334,-1.1858917052661644,0.15919237386351628,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
42,-0.599068656936332,-0.599068656936332,-1.2951170176136262,0.12835983620916225,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
45,-0.6724681576879185,-0.6724681576879185,-1.4966093108584537,0.1536736178205345,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
48,-0.6865548168562684,-0.6865548168562684,-1.5429501275719426,0.14286408927017383,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
51,-0.696099904286202,-0.696099904286202,-1.5598999349858853,0.1350922869021978,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
54,-0.6965231805395795,-0.6965231805395795,-1.5755260536400137,0.14259033061822826,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
57,-0.6921985871154488,-0.6921985871154488,-1.594507811238965,0.15196668378713415,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
60,-0.686311190676066,-0.686311190676066,-1.595898250510185,0.15802637226276034,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
63,-0.6891389945543887,-0.6891389945543887,-1.6133218785713235,0.15065891324325226,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
66,-0.6872073626035303,-0.6872073626035303,-1.6215394794343267,0.15020327514275705,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
69,-0.6857942130903137,-0.6857942130903137,-1.6203896449339261,0.15449216842135735,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
72,-0.6848967888567864,-0.6848967888567864,-1.6207036497577405,0.14480062324353116,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
75,-0.6874786368810788,-0.6874786368810788,-1.6242582032982398,0.13175310449506597,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
78,-0.6886016683532039,-0.6886016683532039,-1.6276630431069126,0.12980398800325021,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
81,-0.6926068964896513,-0.6926068964896513,-1.6373863355715483,0.12997668988134603,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
84,-0.6942981744551106,-0.6942981744551106,-1.6375484199401917,0.13056302158658287,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
87,-0.7099231960047739,-0.7099231960047739,-1.6558201334936407,0.1032794626836149,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
90,-0.720602477593642,-0.720602477593642,-1.662351986737923,0.0936089423374398,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
93,-0.7289476695331566,-0.7289476695331566,-1.6693563948939678,0.07950112368335928,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
96,-0.74106756813959,-0.74106756813959,-1.6638571988367366,0.06332861529743664,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
99,-0.7652354858716629,-0.7652354858716629,-1.6678153345767377,0.03514264017633622,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
102,-0.7796685605549613,-0.7796685605549613,-1.671394825071019,0.024486136326922706,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
105,-0.797696287437173,-0.797696287437173,-1.6712232643397398,0.01608961953275586,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
108,-0.8009123233820951,-0.8009123233820951,-1.658552443671782,0.00611915161573093,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
111,-0.809281348218695,-0.809281348218695,-1.6658369442700143,-0.03419978868341703,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
114,-0.8169446204668114,-0.8169446204668114,-1.6639570835353978,-0.054434807345853244,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
117,-0.8237026212143302,-0.8237026212143302,-1.6693867002968956,-0.06130670041320138,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
120,-0.8348793012776955,-0.8348793012776955,-1.6806282326166946,-0.06772114536383941,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
123,-0.8430078463451968,-0.8430078463451968,-1.6795995912528099,-0.08250281826667462,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
126,-0.851170004460717,-0.851170004460717,-1.6759111511610576,-0.09761652146822777,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
129,-0.8565811553255764,-0.8565811553255764,-1.681271985007217,-0.12083731141206537,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
132,-0.8581338336883243,-0.8581338336883243,-1.6800684718616794,-0.12527080257882764,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
135,-0.8544603962132692,-0.8544603962132692,-1.6740678844891344,-0.10570247204894165,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
138,-0.8491142037257804,-0.8491142037257804,-1.6678531638750285,-0.10455089944732958,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
141,-0.8457196895540261,-0.8457196895540261,-1.6590258894898646,-0.10775440722398058,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
144,-0.8412733626733683,-0.8412733626733683,-1.650604763244437,-0.09524885016590139,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
147,-0.8370043020478157,-0.8370043020478157,-1.6515769652763947,-0.082348098438909,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
150,-0.8298773136183581,-0.8298773136183581,-1.6449007638792847,-0.055367004500428224,Cold Temperatures (Lower 25%),leaf_n,Temperature (PC),0.6205855742620017
0,-0.5474739039123628,-0.5474739039123628,-1.622100232864711,0.319282364862256,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
3,-0.5689375679383426,-0.5689375679383426,-1.6326435514946602,0.28023741745800373,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
6,-0.5700921992498066,-0.5700921992498066,-1.6286805487568576,0.25611849859173696,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
9,-0.5799806808761302,-0.5799806808761302,-1.6400750190311675,0.25179695683136677,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
12,-0.5874435329909119,-0.5874435329909119,-1.6581395050249377,0.2673732692014309,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
15,-0.5880056888068225,-0.5880056888068225,-1.6627647131401002,0.2797906108690621,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
18,-0.6002549247965678,-0.6002549247965678,-1.6655934165294926,0.24016866564302353,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
21,-0.608589601569277,-0.608589601569277,-1.668466668313819,0.2088903103451,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
24,-0.6087912013699728,-0.6087912013699728,-1.6635234444492237,0.2035031516429033,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
27,-0.602017517448956,-0.602017517448956,-1.6674355946606372,0.2158680167918769,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
30,-0.6045124639058695,-0.6045124639058695,-1.6694194231574857,0.21436119966426406,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
33,-0.6020299094715128,-0.6020299094715128,-1.660658860422746,0.21188587487588684,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
36,-0.5975580398818444,-0.5975580398818444,-1.6625831481769417,0.2134980453913072,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
39,-0.5960412675215186,-0.5960412675215186,-1.6639135700011887,0.21381533380800363,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
42,-0.5939943415105284,-0.5939943415105284,-1.662647269744085,0.21163606781802843,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
45,-0.5879425834546543,-0.5879425834546543,-1.6600633034459842,0.20922833432494806,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
48,-0.5871304984050622,-0.5871304984050622,-1.6576302453791227,0.21393946031493172,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
51,-0.5831012010831953,-0.5831012010831953,-1.6533090848949414,0.21022223984015448,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
54,-0.5808806455421667,-0.5808806455421667,-1.6557031012683392,0.2140237484588929,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
57,-0.5736139236820038,-0.5736139236820038,-1.6527359571399909,0.21693726356933882,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
60,-0.5679162253077147,-0.5679162253077147,-1.6561857649015532,0.22139467378823946,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
63,-0.566722459513048,-0.566722459513048,-1.6621615594783037,0.2145900543373801,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
66,-0.5662933997637646,-0.5662933997637646,-1.6724598246843796,0.21200786274333996,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
69,-0.5646633029456389,-0.5646633029456389,-1.661461765251041,0.21041475804717397,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
72,-0.5622462224351271,-0.5622462224351271,-1.6729243746292144,0.20539949790554,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
75,-0.5578562102894888,-0.557856210289489,-1.6569124456084203,0.19860903637232852,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
78,-0.5548780332733118,-0.5548780332733118,-1.6477310411229893,0.19349823355283127,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
81,-0.5508011753034747,-0.5508011753034747,-1.6376519515894505,0.19336076200166022,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
84,-0.5412029837524032,-0.5412029837524032,-1.5887889448218844,0.19608236008472696,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
87,-0.5357504724789427,-0.5357504724789427,-1.5547408571843426,0.194978068553862,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
90,-0.5290558607946665,-0.5290558607946665,-1.5238436553758772,0.19842212011422125,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
93,-0.5079894088841348,-0.5079894088841348,-1.4098823748647122,0.1969766369541332,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
96,-0.5035305544851244,-0.5035305544851244,-1.3770499587046328,0.1980183752904474,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
99,-0.4964699860582353,-0.4964699860582353,-1.3336242306762565,0.19571964988109264,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
102,-0.4900917537871864,-0.4900917537871864,-1.3156908640191831,0.195068355174814,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
105,-0.48527303886096146,-0.48527303886096146,-1.303357572612597,0.19508460663477206,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
108,-0.4880655340636272,-0.4880655340636272,-1.3118205060152532,0.1933082697732253,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
111,-0.486449109308241,-0.486449109308241,-1.308212310761507,0.1928764297819362,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
114,-0.4850429077339758,-0.4850429077339758,-1.300434882684885,0.1926771908184383,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
117,-0.48252144843975703,-0.48252144843975703,-1.2937342341179348,0.1936689916007799,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
120,-0.4797322696302073,-0.4797322696302073,-1.2913502999127546,0.20088073707056153,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
123,-0.47956053057553244,-0.47956053057553244,-1.2899943188772705,0.20239150600086642,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
126,-0.4779570840002696,-0.4779570840002696,-1.2878536245250096,0.2057448212280142,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
129,-0.4783019862219579,-0.4783019862219579,-1.285766967145024,0.20529623301524133,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
132,-0.4753340786368991,-0.4753340786368991,-1.2842476764660258,0.20962487488070036,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
135,-0.4746808619976652,-0.4746808619976652,-1.2826117839171625,0.20809443395873134,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
138,-0.4735055940821687,-0.4735055940821687,-1.2825261929059293,0.2111743746515485,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
141,-0.4713730590109694,-0.4713730590109694,-1.27883797263148,0.20867482482143576,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
144,-0.471685383033951,-0.471685383033951,-1.2789606602675636,0.2090446275093825,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
147,-0.47209227910568424,-0.47209227910568424,-1.2792546822899633,0.20788965386586117,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
150,-0.47050804790718925,-0.4705080479071892,-1.2792496355432554,0.2087092430518144,Warm Temperatures (Upper 25%),leaf_n,Temperature (PC),0.7509742029350535
0,-0.669870551832846,-0.669870551832846,-1.170792827345096,-0.07043745583911117,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
3,-0.6190756570312455,-0.6190756570312455,-1.1024882426186915,-0.02979277877206753,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
6,-0.5919423690318233,-0.5919423690318233,-1.0675591943434046,0.08337237149767729,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
9,-0.5588470567106566,-0.5588470567106566,-1.038390835202672,0.12257306752236216,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
12,-0.5545537620204096,-0.5545537620204096,-1.025618184964727,0.1586274614626131,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
15,-0.5477468519512186,-0.5477468519512186,-1.0349357752206683,0.19492677750294218,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
18,-0.5572570217126053,-0.5572570217126053,-1.0397512242367448,0.13346108502255186,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
21,-0.56615735264086,-0.56615735264086,-1.0535233659675893,0.10611238629383568,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
24,-0.5698049764303238,-0.5698049764303238,-1.075612691464933,0.10477976564569835,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
27,-0.5793353135001322,-0.5793353135001322,-1.1091815760714296,0.09428942278940233,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
30,-0.5867188804462186,-0.5867188804462186,-1.1376597755410227,0.08697986477494173,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
33,-0.5922139003569651,-0.5922139003569651,-1.145888027453166,0.0711275721262863,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
36,-0.6036904096010021,-0.6036904096010021,-1.1793259015176445,0.06893341826547869,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
39,-0.6273182655835512,-0.6273182655835512,-1.2445795853645367,0.07809423215182462,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
42,-0.6504608619736358,-0.6504608619736358,-1.317339182745826,0.07497023068522933,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
45,-0.6844993102656651,-0.6844993102656651,-1.4576800930899259,0.08988282274534154,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
48,-0.6951493270698277,-0.6951493270698277,-1.505639475357123,0.09376146716106355,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
51,-0.7010824648903287,-0.7010824648903287,-1.5252811295160533,0.08996601697634565,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
54,-0.702086279638293,-0.702086279638293,-1.5440719530945508,0.09911728837594061,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
57,-0.6968124725379776,-0.6968124725379776,-1.562699764115563,0.11083556349183396,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
60,-0.6912850540315779,-0.6912850540315779,-1.566006631806213,0.12362831928699584,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
63,-0.6896654226552447,-0.6896654226552447,-1.5836245322207736,0.15135458893094647,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
66,-0.6828146149815636,-0.6828146149815636,-1.589649270375124,0.2030616941845945,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
69,-0.6790932950556604,-0.6790932950556604,-1.5896399311768263,0.21515362346070857,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
72,-0.6724789551332506,-0.6724789551332506,-1.5826382129970507,0.26467372026025177,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
75,-0.6726229013602589,-0.6726229013602589,-1.5881778191917493,0.28136838465074404,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
78,-0.6712099768404894,-0.6712099768404894,-1.5930516698322181,0.2870262279467516,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
81,-0.6723601375246755,-0.6723601375246755,-1.6032001515302312,0.28785968881354584,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
84,-0.6737032626072943,-0.6737032626072943,-1.6145191042158094,0.2906574784587627,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
87,-0.6858462033129114,-0.6858462033129114,-1.6400013308808272,0.28252995976181217,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
90,-0.6937826346093047,-0.6937826346093047,-1.6496094080839554,0.2773777721269085,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
93,-0.7006880745353691,-0.7006880745353691,-1.6582926349864582,0.2674738873608056,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
96,-0.712382776147978,-0.712382776147978,-1.6645179818643498,0.24637571934494368,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
99,-0.7351850728391712,-0.7351850728391712,-1.6674579507220535,0.22523904207506978,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
102,-0.747237457746018,-0.747237457746018,-1.6657693611234912,0.1959720313506645,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
105,-0.7630434465391795,-0.7630434465391795,-1.6639361957539462,0.16446139015744657,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
108,-0.7691041784456402,-0.7691041784456402,-1.6541285716663612,0.12409626254730254,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
111,-0.7799662272425442,-0.7799662272425442,-1.6587471291943372,0.08602946430871064,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
114,-0.7869230785063677,-0.7869230785063677,-1.660852523813605,0.060093065423036156,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
117,-0.794329498438558,-0.794329498438558,-1.669064745028364,0.04746102746148489,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
120,-0.8064707410114567,-0.8064707410114567,-1.683870324776527,0.0336623305028665,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
123,-0.8119297691451963,-0.8119297691451963,-1.6834723084984264,0.006459666996829776,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
126,-0.818891846793846,-0.818891846793846,-1.684903190872738,-0.035658963683241326,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
129,-0.8227171300204095,-0.8227171300204095,-1.685172995992083,-0.04990807377362611,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
132,-0.8243833170216732,-0.8243833170216732,-1.680343649109609,-0.05669288561055391,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
135,-0.8203209645839024,-0.8203209645839024,-1.6695709595641774,-0.0595690900007846,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
138,-0.8160393691284316,-0.8160393691284316,-1.6667266809076173,-0.06250361132029508,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
141,-0.8136934001120338,-0.8136934001120338,-1.6618440943093267,-0.06029236865243247,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
144,-0.809951860908285,-0.809951860908285,-1.6576063521094786,-0.05620567944577122,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
147,-0.8048046309260486,-0.8048046309260486,-1.6590334437606176,-0.03781725137743534,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
150,-0.8049398176967129,-0.8049398176967129,-1.6527438043106082,-0.03932696226124674,Cold Temperatures (Lower 25%),specific_leaf_area,Temperature (PC),0.6169288795459771
0,-0.550361901894806,-0.550361901894806,-1.3634491075822244,0.13504450629043194,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
3,-0.5464592383560214,-0.5464592383560214,-1.364309330397499,0.15072697116626127,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
6,-0.5329095423990152,-0.5329095423990152,-1.363559529723956,0.169338792712148,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
9,-0.5386758452597736,-0.5386758452597736,-1.3738062070998311,0.16413438858542279,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
12,-0.5508808802843969,-0.5508808802843969,-1.402248176367274,0.1665668196448658,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
15,-0.5548332182258706,-0.5548332182258706,-1.4099826495811858,0.18334821894894746,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
18,-0.5632062030822086,-0.5632062030822086,-1.4304635185603451,0.18382277248565193,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
21,-0.567585338185344,-0.567585338185344,-1.4398728659733326,0.1837428916457122,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
24,-0.5651993375719442,-0.5651993375719443,-1.44234567646051,0.1911507032663207,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
27,-0.559645744360148,-0.559645744360148,-1.443104085943816,0.20534142481754247,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
30,-0.554896026140612,-0.554896026140612,-1.4368375159490923,0.2121534555365378,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
33,-0.5477442990698571,-0.5477442990698571,-1.4291969421229682,0.24303633769765406,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
36,-0.5297486226297469,-0.5297486226297469,-1.4005583619704813,0.2683412327667717,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
39,-0.5259452811732533,-0.5259452811732533,-1.4037317285256103,0.26710766269486486,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
42,-0.5165293198863342,-0.5165293198863342,-1.4135831721870118,0.26837164323255647,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
45,-0.4925414427675172,-0.4925414427675172,-1.3815606449183302,0.2742374561947882,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
48,-0.48990523646569467,-0.48990523646569467,-1.3655979822170832,0.27349529186570226,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
51,-0.4785070160450029,-0.4785070160450029,-1.3739035414607557,0.27933848199253114,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
54,-0.4753571674612655,-0.4753571674612655,-1.3742251632953582,0.28058876843079544,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
57,-0.465340643992907,-0.465340643992907,-1.3770699733861393,0.2933187041468382,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
60,-0.45778621939483216,-0.45778621939483216,-1.3691046703956908,0.29558077578123115,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
63,-0.4541924810371823,-0.4541924810371823,-1.3771293624502317,0.30073136711794846,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
66,-0.4518171472777756,-0.4518171472777756,-1.3824524394055222,0.29886246419833407,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
69,-0.44904360999492543,-0.44904360999492543,-1.3794686198164794,0.29663086377866466,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
72,-0.444362459166601,-0.444362459166601,-1.3844168555667198,0.299855991732334,Warm Temperatures (Upper 25%),specific_leaf_area,Temperature (PC),0.71201989252231
